"sp_h2X","sp_h2Y","sp_tX","sp_tY","sp_axy","sp_ayx","sp_iXY"
0.115125523383968,0.0598706315295954,0.366172377369367,0.000897138146683574,0.0721037115787837,-0.0680569259447308,-0.00978368623018193
0.115125523383968,0.0598706315295954,0.1225458139088,0.336616951972246,-0.0482458193434653,0.0268825860696583,0.0277927887875222
0.115125523383968,0.0598706315295954,0.411286560585722,0.383986372966319,0.00866675180175631,-0.0267389828336687,-0.0171043755470209
0.115125523383968,0.0598706315295954,0.496250786818564,0.19934914377518,0.0240986644176516,-0.00768081401449456,0.0410197559760518
0.115125523383968,0.0598706315295954,0.456930255633779,0.306617234600708,0.0706764580568048,0.0734217934312968,0.0169832116707794
0.115125523383968,0.0598706315295954,0.3949266851414,0.252123321872205,-0.0700442409256724,-0.0474389030129911,-0.00372306702028887
0.115125523383968,0.0598706315295954,0.0149286297382787,0.00130659155547619,-0.0540412119703618,-0.0955487308555545,0.0319029577325664
0.115125523383968,0.0598706315295954,0.322042195592076,0.0781774229835719,-0.0378363765424368,-0.0272429289759399,-0.00321723515935169
0.115125523383968,0.0598706315295954,0.315479790209793,0.172383966622874,0.0196633515299979,0.0207764344292431,0.0168586872534461
0.115125523383968,0.0598706315295954,0.165753136156127,0.427207167958841,-0.0667769088058052,-0.114878297596917,0.0420632859009884
0.115125523383968,0.0598706315295954,0.308492696611211,0.341288091149181,-0.017410394560757,-0.060377766471103,0.00113334746729655
0.115125523383968,0.0598706315295954,0.164140625973232,0.0235727848485112,-0.0756646240243939,-0.0564077618995012,0.0111730780701719
0.115125523383968,0.0598706315295954,0.294412848190404,0.0341252877842635,0.0895314711497846,0.0487045618242322,0.0230748505580805
0.115125523383968,0.0598706315295954,0.087591091170907,0.289178861537948,-0.0786738700812933,-0.112059725029141,0.00249596440862937
0.115125523383968,0.0598706315295954,0.289229132467881,-0.26092671812512,0.0733511759320024,-0.0721110831477942,-0.003887010107971
0.115125523383968,0.0598706315295954,0.365820931270719,-0.0908741273451596,-0.0798830035722134,0.0159802515062241,0.0315981605106599
0.115125523383968,0.0598706315295954,0.333508977550082,-0.0488993490580469,0.0432292309475812,0.0467268879527895,0.0162416507040717
0.115125523383968,0.0598706315295954,0.222454379429109,-0.200296181952581,0.0968269045350822,-0.0707395317961724,-0.0288295917895057
0.115125523383968,0.0598706315295954,0.38132469158154,-0.294559206115082,-0.0217288549172011,-0.0491729681377561,0.0284259808964662
0.115125523383968,0.0598706315295954,0.403467231895775,0.348286167951301,0.0845756747646007,-0.0707783578892501,0.00438385333564205
0.115125523383968,0.0598706315295954,0.417534528882243,-0.0190378853585571,-0.0361433602517721,0.0490503335839807,-0.0161031086912744
0.115125523383968,0.0598706315295954,0.165751541382633,-0.11288555781357,0.0338171627258631,-0.046585944527507,0.0263051745731018
0.115125523383968,0.0598706315295954,0.0354706605430692,0.150143190287054,0.0779214070996019,-0.112220985674977,-0.0272034778476127
0.115125523383968,0.0598706315295954,0.305530258454382,-0.48921296140179,-0.00581403520165654,-0.0317849673328252,0.0266315831586353
0.115125523383968,0.0598706315295954,0.0788979686331004,-0.454130737110972,-0.0132991489136842,0.00480759791123852,0.0337218227579825
0.115125523383968,0.0598706315295954,0.19458990113344,0.361132323509082,0.0383620637820783,0.0141832361465989,0.00558410983230992
0.115125523383968,0.0598706315295954,0.227919018128887,-0.142615203280002,0.0682313834203156,-0.0681745273058565,0.0205909876402102
0.115125523383968,0.0598706315295954,0.499943602480926,-0.046672098338604,0.0427566302826377,-0.0873974185900094,0.0317623607365049
0.115125523383968,0.0598706315295954,0.25328005827032,0.439310512971133,-0.0938148278391239,0.0644483911807387,0.0196392127561949
0.115125523383968,0.0598706315295954,0.335199764347635,-0.353574584936723,-0.0848837695664046,-0.0262777247463615,-0.0288307032997154
0.115125523383968,0.0598706315295954,0.351726198918186,0.482776943361387,0.0119366296918812,-0.0983874699563982,-0.0298488481885188
0.115125523383968,0.0598706315295954,0.273125015199184,0.348385833669454,0.0517326646836224,-0.106477109389126,0.0458249196193747
0.115125523383968,0.0598706315295954,0.237566216848791,0.213754275813699,0.0496997937911871,-0.0869810386092664,0.0123960154380284
0.115125523383968,0.0598706315295954,0.126157906139269,-0.373991052154452,0.0195201401019218,-0.0661744213194849,0.000518489188291862
0.115125523383968,0.0598706315295954,0.348834256175905,-0.476408975664526,-0.0867912293060002,0.0484200298788695,0.0104770486492298
0.115125523383968,0.0598706315295954,0.490418017609045,-0.0681651851627976,0.0837821371273818,-0.080576169118032,0.0517569259989641
0.115125523383968,0.0598706315295954,0.315400387044065,-0.442989185219631,0.096578956942794,-0.119091709889218,-0.00179245485760199
0.115125523383968,0.0598706315295954,0.139272523345426,-0.225700210081413,-0.0670944234470156,0.00803644941213712,0.012026829087884
0.115125523383968,0.0598706315295954,0.0112448147265241,-0.185324421152472,0.0269603398049,-0.0633619233032019,-0.0358146571537845
